Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
15/02/2001,2.988316268,0.446761111,0.018229217,0.354192433,-0.077341908,-0.06934666,0.6354401,-0.059313757,0.020859207,-0.263030127,3.71019574,0.480108688,0.152255003,0.100035248,0.110134956,0.523274536,-0.018615925,0.885090656,-0.232174832,1.20070961,0.75449811,-0.140642545,0.401381925,0.034775774,0.536418565,0.400417886,0.570742367,7.40462425,0.290829468,1.680362669,0.009323836,0.522421706,0.004109602,0.914066672,1.295924931,0.041175227,0.151614509,-0.150614855,0.133555405,0.528731964,2.054390343,-0.057413827,0.525212077,0.135822026,0.885758093,1.978491056,-0.053945492,0.533893479,0.408268309,3.74350083,0.346614792,0.30755325,2.311291987,0.634181351,4.264981105
16/02/2001,3.963384669,1.681221303,0.076081639,0.292080233,0.057760762,-0.324238855,0.714528312,-0.236450358,0.281289523,0.292054384,4.438637521,0.708517346,1.663294563,0.080243999,0.601781826,1.309601053,0.973987265,1.048436854,0.411803148,1.222427805,1.13754681,0.271105845,-0.107147432,0.483574881,1.133630906,0.554594041,0.306479307,7.359985059,0.722318713,0.203714466,1.234859622,1.151749352,0.874199013,0.748492023,2.796517597,-0.18660377,0.465154586,0.427310893,-0.02936394,0.341297623,3.995439495,0.020485593,0.440898721,0.221464821,0.714741994,3.327298216,0.776491503,1.006715228,0.50727704,6.4323788,0.355573112,0.912257019,2.710163933,0.446335168,2.109097888
20/02/2001,2.884806821,0.598402145,0.054538698,0.966169603,-0.582228269,-0.176576972,0.831935459,0.156118934,0.372958269,-0.358452599,3.985013926,0.693297393,0.637932325,-0.331435822,-0.931555394,0.735348024,0.000876769,0.00381775,0.490671057,3.933772444,2.323992838,0.394241515,1.008712895,0.425821447,0.766289438,1.047871848,-0.1481282,9.690105699,0.108119818,1.723094689,2.131817096,0.532311063,0.476326229,-1.018432544,1.734534977,1.338578876,0.039985692,0.506298657,0.217797096,0.038918743,4.348234773,1.015110475,1.159573584,0.159680129,0.173534608,5.073623114,1.257271307,0.311289816,-0.580167317,3.588176414,0.564780697,1.139578337,2.133721282,-0.520398778,6.617354806
21/02/2001,3.625510803,2.019009628,1.249857606,2.480749683,0.340428855,0.763845348,0.7487734,1.698323927,0.630491921,0.826725708,8.198571463,1.838253687,2.226623126,-0.160947961,0.742671361,0.881550123,1.789337134,0.432120238,1.212640759,5.286352944,3.830076702,0.452381871,0.449194806,0.615181399,1.492950708,1.288040268,0.544627266,11.47433448,0.862159839,0.984284175,1.55743918,1.792034208,1.792038006,0.382563083,0.954784994,0.107422891,0.167530744,0.342119631,0.161460174,0.184811448,2.641453183,0.341714821,0.791581551,0.374964685,0.933895971,3.728827623,0.779468658,0.734001798,0.233766247,3.787835527,0.934057319,1.01359285,1.566900773,-0.046904472,4.711305353
22/02/2001,8.78400213,7.874259526,4.000042266,5.686732431,1.163260785,1.283361252,5.061326704,2.210219987,3.059042703,0.615024846,18.21424546,9.362463418,9.300691085,2.4151276,3.908402718,7.300329829,3.582108431,5.644554132,2.940310224,20.12390225,13.05793772,2.710796023,6.504864294,7.98325456,4.946153016,5.876023498,3.487834182,17.36062321,2.425886382,4.680054742,7.134091601,5.189952292,4.39401446,3.105320718,1.40384401,1.504455612,1.759438757,1.316280801,1.619438764,1.274352336,5.712727202,3.150658721,2.644554458,3.295512388,1.923698572,11.58085994,1.938158303,4.227258364,3.940275649,4.980220523,2.243278717,1.151539194,5.093744757,2.334605046,8.303404554
23/02/2001,8.260530019,6.307773779,5.31137097,5.842706423,1.149461211,2.237581794,5.488778317,2.286145653,3.130147349,2.379396131,13.24159182,7.80984716,6.090627644,1.619575836,2.841386449,7.259697712,3.154416561,3.780461393,3.673274543,15.28112504,6.972644582,2.575603174,3.45774542,6.627655516,3.218046374,4.88969428,3.124533027,17.44308729,1.167279972,4.931212408,4.175504514,3.233106775,4.244799638,2.427313881,1.836899743,1.183025189,1.719838865,1.39352298,1.255331529,0.868918033,8.753974632,3.190021075,2.481049482,0.935380961,1.571008338,7.768407944,2.84208247,2.678464246,2.846342636,5.307904944,1.508686212,2.150142009,4.600381473,1.821489881,4.846290924
26/02/2001,5.896065579,3.093226614,1.25294134,1.502112933,0.432579234,0.781704622,2.389980472,0.815476123,0.961190229,0.265481537,8.718240612,2.740080959,0.751256911,0.785271695,0.767164058,1.936329935,0.794841268,1.524541726,1.110051626,6.145178605,0.758579217,0.321792508,0.982868267,2.424630283,0.448371361,1.175126465,1.643780619,4.995432535,0.480173952,0.484777959,0.757389458,1.168581526,0.126030308,0.457956716,1.596882222,0.235533696,0.816411615,0.6139342,0.353913381,0.535051206,2.602598528,0.252586041,1.062068687,0.461594959,0.118678671,6.063350783,0.615366993,1.62557908,0.960187359,2.94974176,0.74267609,0.94167629,2.293496924,0.991328778,4.11763802
27/02/2001,8.618224196,5.007460423,2.363983896,2.241147843,0.465600841,0.866091227,0.54266635,1.620865775,1.433958768,1.04392127,10.76321227,2.318810724,3.9088184,1.433397888,0.06398876,2.177429149,2.015620392,1.945975067,1.191268127,4.745773098,3.972890368,0.494823295,1.146528521,1.872679031,1.369139377,1.109141689,1.248599814,9.937224994,0.637619328,0.621658199,2.7559473,2.051957276,1.407567357,1.644354334,2.841296838,0.666994153,1.911124155,0.550556884,0.483101778,0.221095516,4.471535613,0.920919882,1.097750384,0.782995949,0.672428953,5.416430774,0.611773036,0.763365405,0.041898043,3.015444649,0.976064253,1.38800414,1.894359639,0.708189909,2.514163664
28/02/2001,7.619711904,5.776759734,4.663140584,4.273149359,2.012655376,1.826296992,2.45595036,1.884121785,3.738319719,1.72461293,16.67080771,5.989311419,4.339518975,1.554085211,1.083817268,2.723216557,3.710856384,4.0456391,3.180171003,8.024930896,5.293904496,1.706363261,1.67145612,2.717768978,2.021895423,2.241509577,2.24596173,11.49688561,2.499149204,2.266515307,3.480984581,2.561518197,4.041394841,3.660848794,2.381808827,1.480139909,1.059197088,1.216583005,1.395860063,0.991508599,3.835618721,1.608534839,2.180015551,1.368860305,1.288665977,3.970838618,1.698340239,1.894885662,2.198189139,6.257599532,1.872049443,1.827513468,5.229392073,2.020378914,5.114617612
01/03/2001,7.20502389,3.097525362,4.994763928,2.114441374,1.111511906,2.370398592,2.577109143,1.550391065,3.060690918,1.995060694,6.721708589,4.640420702,3.634482452,1.548932693,1.831762581,2.608887859,0.614211612,2.680359431,1.398148341,15.34293458,7.111922125,0.916030954,4.382296619,3.079089513,0.477946946,3.112060855,2.343584153,10.09151835,1.175615345,2.998314524,2.062597278,1.089367731,3.166948621,1.67764215,2.055765493,0.691821428,0.410085815,0.574461708,1.344901241,0.521220791,3.082819603,1.846566698,1.280877622,1.836351497,1.298287921,9.28336224,0.497280333,1.850575278,0.979488209,2.967128299,0.70423625,1.110097451,3.95638914,1.336051166,2.729629693
02/03/2001,8.259365347,4.007499328,2.663499926,2.127315606,1.515045663,0.334240808,2.81894913,1.035293291,2.210693735,1.136297551,10.84399822,4.893443456,3.801213452,1.70223989,2.203153245,5.219482084,1.881070629,3.860803215,1.198556669,11.89028237,3.573136148,1.352871742,0.783218031,3.183043767,0.984121914,3.416302594,0.754923557,6.519960952,1.326291823,0.859771623,1.636963065,1.329769695,2.291643676,1.23755019,1.954578775,0.328166581,1.469688636,0.278864542,1.234800655,0.516854157,4.048757681,0.418172539,0.929503991,1.456042268,0.515360965,6.81046031,0.985492344,2.564897885,1.563658114,2.820465191,1.138614525,0.776105234,4.384685429,1.391433394,2.427298548
05/03/2001,4.690580955,2.548692627,1.494686897,2.1552193,0.317214254,1.396364111,1.495702769,0.417182903,0.788213598,0.756595197,5.526433653,1.357446652,1.690364881,0.605575603,1.024887526,1.533710937,0.373609526,1.080830991,0.109366684,2.922415557,1.829707747,0.505355903,0.618679732,0.814876384,0.398831023,0.522737818,0.232057396,5.68389224,0.455198069,0.919039167,0.601667573,0.204802751,1.070729863,0.279373979,0.921757102,0.513834774,0.065621722,0.50101154,0.549054948,-0.300949426,2.947777825,1.266668442,0.537527761,0.820577426,-0.281649117,6.576437736,0.110655769,0.78713672,0.419260945,1.843118294,0.182907523,-0.244866151,1.509245416,-0.071647388,2.091402008
06/03/2001,3.637683619,0.867999491,0.519502445,1.177217658,0.354038169,1.176028346,0.294157936,0.782200072,0.610302882,0.46689367,4.118026199,0.365117301,0.835019399,0.125343226,0.586766291,0.537511431,-0.072394613,0.758814081,0.890829729,3.738293135,0.727860049,0.256088533,0.61820757,0.578140709,0.413387149,0.314170887,0.069590193,3.535812864,0.867887616,1.076407447,0.365518119,0.634872711,0.461362127,-0.043254354,1.054591004,0.244351041,0.096430347,0.149419572,0.099718759,0.160220975,2.075118439,0.266338982,0.323072548,0.11593565,0.230310965,2.344911696,0.211199733,0.425052351,-0.004408022,1.557685846,0.17747653,0.591234737,1.917338827,0.493404277,2.711652232
07/03/2001,3.308524126,1.454747709,0.82910213,1.512473593,0.612316264,0.451092603,1.120431742,0.652292482,1.05682116,-0.260299473,4.450631704,1.483730221,1.816963094,0.804724069,1.473133408,1.427049319,1.278611148,1.367152295,0.902612921,3.003489276,1.434289683,0.275502763,0.904022978,0.673759083,0.462825783,1.087138485,0.602446167,4.282213487,0.535394023,0.928213502,0.785087833,0.813538393,1.446066719,-0.348219128,1.071956203,0.366900119,0.568561696,0.162106919,0.533990734,0.132057992,3.286909806,0.792917733,0.622260926,0.641157882,0.945513536,2.97373111,1.033408837,0.735545368,0.656985165,2.298323613,0.200323551,0.658901447,1.778231995,0.181855015,2.937836997
08/03/2001,1.950074915,1.110669714,0.412513733,0.348237968,-0.036145861,-0.006518248,0.921558621,0.064827597,0.489184829,0.246433552,3.249579349,0.725624858,0.337712815,-0.224267263,0.001921657,0.486898542,0.282716002,1.066049176,0.557736906,2.177307844,1.182103274,0.24297939,0.253122544,1.248667386,0.493452934,1.016471228,0.020030841,4.768714443,0.48006675,0.103543057,1.576458863,0.689281831,1.172306679,0.638148835,0.893379523,0.40577128,0.585072505,0.287270969,0.170294982,0.112489131,1.823810081,0.509303175,0.331396013,0.399650779,0.326721352,4.989337933,0.937405424,1.086905784,0.758772536,1.886481662,0.481517544,0.905151512,2.307303208,0.572188278,2.225683028
09/03/2001,2.165090198,1.343003341,1.708385018,1.371651633,0.281606002,0.467577451,1.108085929,0.092275695,0.522056644,0.120768528,6.155169192,4.498332389,2.549275084,1.219390693,1.595672381,1.517996588,1.419451938,2.238290126,0.80711469,9.48908906,5.766500789,1.16108572,2.272346677,2.378412823,1.864671204,2.771667906,0.838525713,10.54852391,1.129880529,1.21926979,2.351200345,1.060808758,2.385241939,0.703385053,1.501466144,0.703547787,0.888983081,0.778325523,0.891705392,0.622271914,4.781250713,1.500004659,1.830613411,1.14652722,0.566855728,5.215140182,1.300897286,1.744804876,0.105590927,5.944270713,0.930810573,0.607552175,2.77281427,0.514928491,2.033107261
12/03/2001,3.352585142,2.379459835,1.650986136,3.318721512,0.782799478,0.882449531,2.257857433,1.087308013,2.086701138,0.690559797,7.589256216,3.712422775,3.535013891,0.678917329,1.271036275,1.7428226,1.283717768,2.407905611,0.488142622,11.87590969,5.409683866,1.372120316,2.579813639,3.895902644,1.924173979,3.444502779,1.22181046,14.71604893,1.255209924,2.483835155,2.518294935,2.407823801,1.929090399,1.057221632,1.461334233,0.578215821,0.452821743,0.781016026,1.586286964,0.494667842,4.480204777,1.54273436,1.340737462,-0.714350127,0.597971356,8.205006095,0.623994813,1.774757588,0.399970034,3.458622092,0.721287474,0.445477732,16.66011131,0.83816834,1.732432529
13/03/2001,4.969054255,3.8912888,4.685329894,5.015412404,0.477791427,2.647254441,3.565298866,1.583385303,2.124232765,1.012566608,9.847010989,8.109248202,5.84355573,0.997014301,4.281087477,5.171567388,2.312221812,3.097674106,1.617102733,15.68158759,7.302157153,0.799692991,5.055361667,6.389581422,1.750027129,5.193146061,1.659491307,15.63886559,1.570435446,4.875731308,6.829777206,3.308741171,2.722729723,2.492156441,1.096570814,1.392480913,0.759779749,1.018899793,0.999626555,0.745529782,8.077761708,3.260500692,3.278245746,2.362743956,1.869338542,8.561775317,1.660474999,2.314018502,1.935949385,4.152993443,1.174079155,0.986132863,6.655891548,1.329795078,2.301785312
14/03/2001,16.41752685,11.55583288,8.068713313,8.942036496,3.988855839,6.436130911,7.69260847,5.23446594,6.768822027,3.543538968,19.11634631,11.14416782,14.06628891,4.746989144,7.62345987,10.49942464,5.428074495,8.807940438,2.648174609,13.59871246,13.19486979,4.22714664,5.93118081,8.164918153,4.694817072,7.567846016,4.994904573,24.80095606,5.229367539,6.267796215,7.430558345,4.462987648,11.10979338,4.252099043,3.258319168,3.07000064,3.324512585,2.468169884,3.366078115,1.935172712,8.40855972,6.004949132,3.319965753,4.518196143,2.622952245,15.22682577,4.185308895,5.562860824,1.987194366,5.203019844,3.120736138,2.549895865,11.43128817,3.491644475,7.553843075
15/03/2001,3.273121106,2.812979581,1.692909822,1.88126051,0.832149048,-0.456391584,1.762574465,0.772887381,1.668092769,1.8049366,6.917709068,2.697668124,2.795781907,1.28288548,-0.435298802,1.682023499,1.445344883,2.536113385,1.888543498,4.990535003,2.902047665,0.9008817,0.676264947,1.332617646,1.276190604,1.814434157,1.620967822,6.789028864,1.563494758,1.525976566,0.743945559,1.78378873,1.839097565,1.921931787,2.174580742,0.9438062,0.636762956,0.951984681,1.567384237,1.317549901,6.03010118,0.230762913,1.118191289,0.54132222,0.592974884,3.556299008,0.73218201,1.429141547,1.452015682,3.569753299,1.12934091,0.69088507,4.123722111,1.927456631,5.568173069
16/03/2001,5.436570006,2.716697432,2.2301875,2.368684442,1.97117015,1.298711989,3.094071084,2.356698446,4.137985246,0.663198857,5.783757471,2.541632997,2.685014104,1.795877063,1.547418451,3.518564153,2.438787349,3.719305305,0.565497342,7.372969801,2.708477345,1.126117152,1.2463407,2.419683272,0.860599024,2.919868059,0.955201719,8.477459142,1.787488707,1.803644052,1.133557935,2.023236985,3.863301392,0.144252923,2.880018462,0.930548506,1.232893771,1.623598286,3.353963213,0.592873814,4.556347237,1.637769993,1.414039712,0.667865244,0.376204008,9.037677361,1.582435164,2.648922884,-0.177781576,4.226897707,2.982559588,0.38550058,10.26652207,1.477314819,3.356907029
19/03/2001,4.907224469,2.606940827,1.30824415,2.17047789,0.796868616,0.516958711,0.522805413,0.886102274,1.403644105,0.93479667,5.816549819,1.677000064,1.475582707,0.870713772,-0.357592598,0.804375726,0.69056765,2.053321699,0.612272738,4.347025641,2.948216752,0.657028929,-0.07206972,0.457154573,0.752213092,1.977834835,0.890249768,7.395932587,0.247529214,-0.106100825,1.322083348,0.505297947,1.740360617,1.361163016,1.423157466,0.773899063,0.126909207,0.699931402,0.486860237,0.713137488,3.777145981,0.168524629,0.550355027,0.14654381,0.26093897,3.330683121,0.416135507,1.299147021,0.691045555,2.91656357,1.110559212,1.086540559,3.524128848,1.047642172,2.919503625
20/03/2001,6.028710706,4.497008587,2.512713597,4.632151267,1.972745635,2.924751737,6.18466941,3.789228421,3.002210936,1.141527453,11.591585,3.326749563,6.408443967,2.154382982,3.719579369,5.432721968,5.771551714,2.945602476,2.124429822,6.003418862,5.580865364,0.766540715,1.684285214,6.003858362,2.29459156,2.715497158,0.894856865,11.88791879,2.146462677,3.062633022,6.585503134,4.704372722,4.332008154,1.864844827,2.637182065,1.631314795,3.201951168,2.050426706,1.936377289,1.098228994,5.5038196,3.849684816,3.798114394,2.263281735,1.222911077,21.29801492,5.61039369,3.722345862,1.870392923,9.822414258,3.790358992,1.824720152,6.085552252,1.711257314,2.986722156
21/03/2001,10.45101431,7.030273938,6.016459839,7.602180453,1.917569926,3.331325071,6.73522541,2.880433659,5.106322779,3.497752,19.6064995,9.71555107,13.2705031,3.368165356,5.529558682,10.59144763,4.414433827,8.360100463,4.615132222,11.20317193,9.091789836,2.093011838,4.554379896,9.220895997,3.449302211,6.932548791,3.440101306,19.31954663,4.135703451,5.262123274,11.09251154,3.408514565,8.415881129,5.185677067,2.718050396,1.037454275,2.6567481,1.754160743,2.18454353,1.209465594,8.082949916,5.384005785,2.522221647,4.251279658,3.437870607,18.95700857,3.134136292,6.964407012,5.972146394,5.447743316,2.857985264,2.464920913,9.241993331,2.516806427,6.345286296
22/03/2001,14.74301267,12.84578487,9.887980407,6.811415067,6.379151075,9.298381764,6.33633148,5.379950072,8.946103601,3.738735691,23.27736213,13.22465269,10.94839544,7.657553879,11.37257361,10.54284565,7.743437031,10.65374505,4.062452396,16.39323581,8.688916553,7.419092043,9.666796552,6.730564109,6.311252897,10.13861435,4.020590734,14.29885926,4.383706263,7.107836423,6.274537659,3.297755869,6.810026173,2.429252146,9.330594117,7.557720141,5.578312742,5.174898691,6.976046448,3.475364585,17.2487188,8.061329149,7.688780607,9.777124735,3.560159836,16.78832163,4.146960581,6.89442352,1.859481825,10.41998675,7.790371874,2.307604647,16.17827605,3.599108468,4.909773549
23/03/2001,9.366624847,4.791075265,4.354018703,3.54458454,0.851820288,2.646016075,4.889720588,2.347192064,3.382439762,2.794077039,11.78656126,4.947292267,5.926171193,2.868782682,4.297198905,7.106404803,3.058910628,5.226581363,3.230941241,10.15810706,5.237701892,2.290705201,3.334794544,5.960522639,2.598797746,5.08450756,1.657079736,9.056572929,1.943682788,2.889043132,5.56217691,2.678145011,4.877719816,2.263706958,2.85269804,1.556341724,2.756923618,0.999676172,2.236194792,0.973558988,7.08439197,3.889991665,2.867887958,3.18305357,2.138370066,13.01952211,1.235496365,5.669533641,3.709634497,5.659908094,3.513565797,1.597797851,7.94266596,2.072979693,4.317102157
26/03/2001,5.80973118,2.184966538,1.440126396,2.647735432,0.750863603,1.630841699,2.612315904,1.714744336,0.494458341,0.843747145,5.300817982,1.016042141,1.874333783,0.660769569,1.159394949,2.765262482,0.629207046,0.750314034,0.74440672,3.798828723,1.454194131,0.805382472,1.698882243,1.927232582,1.365040248,0.512818339,0.649027273,4.782023939,1.23817229,1.185698185,1.564533176,2.224010636,0.534486846,1.246273589,1.119765286,0.965468546,0.67246004,0.694914164,0.042341206,0.60346423,5.698230757,1.10733556,1.59026569,0.127007749,0.533638103,7.467785809,1.428828792,0.45078624,1.048275938,3.70386501,-0.085888717,1.245359102,1.495865044,0.201043026,2.972811369
27/03/2001,9.764895888,4.789766576,1.420937544,2.067700527,0.906594515,0.509045461,3.676324943,1.323270212,2.085387059,1.433294371,8.634948764,1.839437808,2.607354851,1.14738961,0.6132904,3.342709313,0.995911566,2.551621029,0.040453516,6.346922976,2.671018055,0.317584539,1.697803165,2.343891752,0.48236196,1.273061767,1.073266486,5.924605214,1.10842386,1.671865351,1.974435396,0.767723637,1.886210833,1.37950026,1.27098495,0.746933629,1.09688965,0.280524571,1.103609728,0.746924004,5.439263167,0.89742052,0.247367625,0.429027621,1.633217904,10.54333931,2.003975197,2.433633944,1.793040472,2.495204227,0.964638377,-0.134906175,4.077958889,0.983162123,4.179484012
28/03/2001,5.172546047,1.783963326,2.353707558,2.119551393,1.761879,1.57005121,4.438494163,1.053527795,2.274462142,0.728772311,6.598311239,3.445859144,2.099542527,2.32705347,1.424608667,3.920512999,1.742434118,2.996057511,0.895657816,6.43127926,3.085152951,2.144197997,0.624307103,4.577780523,2.174580295,2.829031369,0.434913981,5.380919308,2.006884595,2.360360085,4.814728926,1.351564939,2.775235984,1.539508963,3.35178797,2.613952274,3.525965787,1.804547865,2.683158169,1.431547732,7.415649204,3.120754522,1.919485179,2.240926117,2.20101954,12.47633291,2.684105411,4.412153726,2.027957729,2.902912322,1.878096384,1.115775405,4.265378904,1.499479837,5.315022226
29/03/2001,4.745683208,4.298705617,3.131426573,2.718353881,1.79787216,2.75765062,2.415245889,1.80643196,1.68027198,0.612576792,8.094412913,5.19665046,3.319283713,2.105745008,3.850409739,4.226447465,2.707118856,1.927330934,0.883995554,7.767258934,3.369235794,2.395150894,3.085704361,4.897806736,3.494243461,1.914875503,1.219892636,7.259639117,1.314993476,3.248317799,3.25973475,2.786944399,1.291214989,0.956468792,1.9283668,1.604525578,1.524463393,1.337279575,0.970780208,0.97542706,6.649301214,1.689844413,2.738618869,1.488077918,0.372601988,7.781281687,2.279748681,1.168398195,1.050321836,4.010353932,1.358420657,0.783297922,1.822589512,0.483899476,4.393500642
