Date,SPY realized variance,BAC realized variance,SPY-BAC realized covariance
01/08/2002,3.298572109,3.551214114,2.092844996
02/08/2002,3.604407694,6.099390861,3.204327328
05/08/2002,2.45598094,5.201469807,2.423597961
06/08/2002,3.950307991,5.63154868,3.275320452
07/08/2002,2.921867271,3.453022052,2.155240835
08/08/2002,2.504707927,3.856888464,1.669119566
09/08/2002,2.806339237,3.028071846,2.317623276
12/08/2002,1.59636379,3.055180079,1.482389607
13/08/2002,2.60511319,2.919640598,2.177931108
14/08/2002,3.598899364,4.094307868,2.396684196
15/08/2002,4.188978893,3.691076504,2.590971077
16/08/2002,1.637507972,1.588852171,1.055366742
19/08/2002,1.388299111,1.705140473,0.938395617
20/08/2002,1.603822097,2.098214907,1.31972408
21/08/2002,3.031788598,3.182448005,2.351712567
22/08/2002,1.791614173,1.342023664,1.076966818
23/08/2002,1.442687353,1.707922403,0.789574501
26/08/2002,1.714737006,2.838708915,1.291067358
27/08/2002,2.577609797,1.379208474,1.13651137
28/08/2002,1.563959286,2.327748408,1.315539026
29/08/2002,1.852715969,3.096726838,1.509093961
30/08/2002,1.480557366,1.176848726,0.915266572
03/09/2002,1.720906452,3.293148756,1.548084651
04/09/2002,1.842850451,2.140019456,1.279365421
05/09/2002,2.314990043,2.552341456,1.621386585
06/09/2002,1.546864889,2.58743876,1.313148102
09/09/2002,1.486409103,1.872562089,0.959573836
10/09/2002,1.500963153,3.034377615,1.405209241
11/09/2002,1.210571881,2.719693927,1.211155661
12/09/2002,1.020492996,1.285085015,0.663876656
13/09/2002,2.065021904,1.941359106,1.131816626
16/09/2002,1.280808501,1.740320103,0.866996297
17/09/2002,1.582245792,2.691460861,1.20739647
18/09/2002,2.195331484,2.713748873,1.82452919
19/09/2002,1.72117491,2.876886403,1.303396653
20/09/2002,1.758405364,3.625673156,1.777778852
23/09/2002,2.442056707,4.740420817,2.392113406
24/09/2002,4.396484332,7.109805173,3.716490011
25/09/2002,2.415131482,3.760436663,1.75963707
26/09/2002,1.999355847,3.484170797,1.925080805
27/09/2002,2.084670408,4.929304156,2.011005272
30/09/2002,4.359400832,7.045583667,4.305477548
01/10/2002,3.752432965,5.051916378,3.125939576
02/10/2002,3.771298534,4.607893562,2.906960724
03/10/2002,4.635320995,9.116202351,4.299503585
04/10/2002,5.694334439,11.6026331,6.047464162
07/10/2002,3.586333961,11.32678757,4.560514756
08/10/2002,5.855900729,7.963775612,5.208614135
09/10/2002,5.565317813,9.018675196,4.744999705
10/10/2002,5.695154458,10.59826747,5.403057268
11/10/2002,3.510181873,5.416191526,2.928581623
14/10/2002,2.772897352,5.876966355,2.808539891
15/10/2002,1.804428734,3.575851683,1.589405344
16/10/2002,2.090609514,3.20467235,1.113071954
17/10/2002,1.474479723,2.067959003,0.926090362
18/10/2002,2.06380731,1.874269436,1.103914612
21/10/2002,1.902690244,2.508286357,1.372953232
22/10/2002,1.833503658,2.57099016,1.582041638
23/10/2002,2.288851853,2.276505005,1.71832283
24/10/2002,2.505994026,3.622597618,2.35745071
25/10/2002,2.384290833,2.381494706,1.328690854
28/10/2002,1.981263866,2.363115695,1.465216447
29/10/2002,3.606462239,2.941539549,2.316702131
30/10/2002,2.116335018,1.804264813,1.28660217
31/10/2002,2.134808964,2.471221467,1.538195645
01/11/2002,2.264854676,4.111621133,2.35331776
